codigo;descripcion;precio;bonif;bonif2;caja1;caja2;costo;utilidad;pl;iva;dolar;flete;rubro;tarjeta
70.17.15.01;BLISTER PILAS ALC.9V x 1 un.RAYOVAC;260.59;40;0;9;9;173.73;1.5;253.48;21;76.87;14;-;23
70.17.12.02;BLISTER PILAS ALC.AA x 2 un.RAYOVAC;147.99;40;0;9;9;98.66;1.5;143.95;21;43.65;14;-;23
70.17.12.04;BLISTER PILAS ALC.AA x 4 un.RAYOVAC;274.56;40;0;9;9;183.04;1.5;267.07;21;80.99;14;-;23
80.01.04.24;TIRAFONDOS CAB. HEXAG ZN. 1/4 (6,4MM) X 2 1/2 (63MM);13.78;42;-23;-30;-7;7.2548;1.9;5.3;21;0.23;14;Litoral  20/09-COSTO 50% PRECIO LISTA;23
80.01.04.26;TIRAFONDOS CAB. HEXAG ZN 1/4 (6,4MM) X 3 (76MM);15.03;42;-23;-30;-7;8.3499;1.8;6.1;21;0.24;14;Litoral  20/09-COSTO 50% PRECIO LISTA;23
99.10.34.14;3416 PINCELES PROF BLANCA 7;94.9;27;0;0;0;63.26;1.5;76.02;0;25.31;14;-;23
99.10.34.15;3417 PINCELES PROF BLANCA 10;111.77;27;0;0;0;74.52;1.5;89.54;0;29.97;14;-;23
99.10.34.16;3418 PINCELES PROF BLANCA 15;153.32;27;0;0;0;102.21;1.5;122.82;0;4.24;14;-;23
99.10.34.17;3419 FLEXIBLE PVC HH 1/2X50;135.56;35;0;0;0;90.3724;1.5;121.96;0;39.99;14;-;23
43.01.21.15;JUEGO COCINA P/MESADA       ARUBA..;1672.8;40;0;0;0;1079.23;1.55;1303.98;21;165.95;14;JUEGOS DE GRIFERIA PEIRANO;23
80.00.09.84;"LLAVE AJUSTABLE FOSFATIZADA 10""   ROTWEILER   ";1410.48;32;0;0;0;940.3176;1.5;1213;0;17.2;14;CONTROL 23/01/20;23
80.00.09.85;LLAVE ALLEN x 10 PIEZAS en LLAVERO;276.22;28;0;0;0;184.1481;1.5;196.8;14;64.99;14;-;23
80.00.09.86;LLAVE BOCA COMBINADA 10 mm  boca fija;268.68;33;0;0;0;206.6769;1.3;237.36;14;80.2;14;-;23
80.00.09.87;LLAVE BOCA COMBINADA 11mm  boca fija;293.4;33;0;0;0;225.6937;1.3;259.2;14;87.58;14;-;23
80.00.09.88;LLAVE BOCA COMBINADA 12mm  boca fija;304.13;33;0;0;0;233.9483;1.3;268.68;14;90.79;14;-;23
80.00.09.89;LLAVE BOCA COMBINADA 13 mm boca fija;312.42;33;0;0;0;240.322;1.3;276;14;93.26;14;-;23
80.00.09.90;LLAVE BOCA COMBINADA 14 mm boca fija;361.32;33;0;0;0;277.9377;1.3;319.2;14;107.86;14;-;23
80.00.09.91;LLAVE BOCA COMBINADA 15 mm boca fija;387.81;33;0;0;0;298.3128;1.3;342.6;14;115.76;14;-;23
80.00.09.92;LLAVE BOCA COMBINADA 16 mm boca fija;396.64;33;0;0;0;305.1045;1.3;350.4;14;118.4;14;-;23
43.01.21.40;JUEGO COCINA PICO MOVIL BAJO ARUBA.;1651.43;40;0;0;0;1270.33;1.3;1534.88;21;163.83;14;JUEGOS DE GRIFERIA PEIRANO;23
80.00.09.93;LLAVE BOCA COMBINADA 17 mm boca fija;4591.2;33;0;0;0;353.1689;13;405.6;14;137.26;14;-;23
80.00.09.94;LLAVE BOCA COMBINADA 8 mm   boca fija;2571.34;33;0;0;0;197.7955;13;227.16;14;76.87;14;-;23
80.00.09.95;LLAVE BOCA COMBINADA 9 mm   boca fija;2601.22;33;0;0;0;200.0942;13;229.8;14;77.76;14;-;23
80.00.09.96;LLAVE P/ MANDRIL 10  o 13 mm ROTWEILER;229.14;33;0;0;0;91.656;2.5;120;0;2.54;14;$60- 03/20 - PAGINA 48;23
80.00.09.97;LLAVE T CORTA 10 mm ;515.57;33;0;0;0;343.71;1.5;450;0;6.29;14;24/01/20;23
80.00.09.98;LLAVE T CORTA 11mm  ;614.62;28;0;0;0;409.7434;1.5;499.2;0;6.82;14;-;23
80.00.09.99;LLAVE T CORTA 12 mm;641.21;28;0;0;0;427.4726;1.5;520.8;0;189.15;14;-;23
80.00.10.00;LLAVE T CORTA 13 mm;709.17;28;0;0;0;472.7808;1.5;576;0;209.19;14;-;23
80.00.10.01;LLAVE T CORTA 14 mm;729.86;28;0;0;0;486.5702;1.5;592.8;0;215.3;14;-;23
80.00.10.02;LLAVE T CORTA 15 mm;873.27;28;0;0;0;671.7427;1.3;818.4;0;298.04;14;-;23
43.09.01.05;JUEGO BIDET 2 LLAVE Y TRASF.C-Y.BAY;4689.19;40;0;9;9;3473.48;1.35;5068.04;21;561.58;14;GRIFERIA BAYCO;23
43.09.01.10;JUEGO LAVATORIO COMB.SOPAPA C-Y.BAY;4539.83;40;0;9;9;3362.84;1.35;4906.61;21;543.69;14;GRIFERIA BAYCO;23
43.09.01.15;JUEGO COCINA P/MESADA       C-Y.BAY;5103.84;40;0;9;9;3780.62;1.35;5516.19;21;611.24;14;GRIFERIA BAYCO;23
43.09.01.30;JUEGO COCINA PICO MOVIL LGO.C-Y.BAY;5110.24;40;0;9;9;3785.36;1.35;5523.1;21;612;14;GRIFERIA BAYCO;23
70.17.14.01;BLISTER PILAS ALC.AAA CARD.2PK.RAYO;184.98;40;0;9;9;123.32;1.5;179.93;21;54.57;14;-;23
80.00.10.03;LLAVE T CORTA 17-19 mm;1029.48;28;0;0;0;791.9078;1.3;964.8;0;351.36;14;-;23
80.00.10.04;LLAVE T CORTA 8 mm   ;540.74;28;0;0;0;360.4954;1.5;439.2;0;159.51;14;-;23
80.00.10.05;LLAVE T CORTA 9 mm   ;564.38;28;0;0;0;376.2547;1.5;458.4;0;166.48;14;-;23
80.00.10.06;LLAVE T LARGA  11 mm;842.14;28;0;0;0;561.4272;1.5;600;14;218.17;14;-;23
80.00.10.07;LLAVE T LARGA 13 mm;970.15;28;0;0;0;646.7641;1.5;691.2;14;251.33;14;-;23
80.00.10.08;LLAVE T LARGA 14 mm;997.09;28;0;0;0;664.7298;1.5;710.4;14;258.31;14;-;23
43.09.01.50;JUEGO LAVARROPA             C-Y.BAY;4202.42;40;0;9;9;3112.9;1.35;4541.94;21;503.28;14;GRIFERIA BAYCO;23
43.09.03.01;JUEGO BA„O 2 LLAVE Y TRASF. CLIO.BY;5882;40;0;9;9;4357.04;1.35;6357.22;21;704.43;14;GRIFERIA BAYCO;23
43.09.03.05;JUEGO BIDET 2 LLAVE Y TRASF.CLIO.BY;5086.8;40;0;9;9;3768;1.35;5497.77;21;609.2;14;GRIFERIA BAYCO;23
43.09.03.10;JUEGO LAVATORIO COMB.SOPAPA CLIO.BY;4958.47;40;0;9;9;3672.94;1.35;5359.07;21;593.83;14;GRIFERIA BAYCO;23
43.09.03.15;JUEGO COCINA P/MESADA       CLIO.BY;5655.78;40;0;9;9;4189.47;1.35;6112.72;21;677.34;14;GRIFERIA BAYCO;23
43.09.03.30;JUEGO COCINA PICO MOVIL LGO.CLIO.BY;4899.26;40;0;9;9;3629.08;1.35;5295.08;21;586.74;14;GRIFERIA BAYCO;23
43.09.03.50;JUEGO LAVARROPA             CLIO BY;4496.5;40;0;9;9;3330.74;1.35;4859.78;21;538.5;14;GRIFERIA BAYCO;23
70.17.13.04;BLISTER PILAS ALC.AAA x 4un.RAYOVAC;336.15;40;0;9;9;224.1;1.5;326.98;21;99.16;14;-;23
70.17.13.10;BLISTER PILAS ALC.AAA x10un.RAYOVAC;840.39;40;0;9;9;560.26;1.5;817.46;21;247.9;14;-;23
80.00.10.09;LLAVE T LARGA 15  mm;1313.74;28;0;0;0;875.8264;1.5;936;14;340.35;14;-;23
43.11.01.08;JUEGO BIDET FRIA 1 AGUJERO CRUZ CMO;3031.69;40;0;9;9;2245.7;1.35;3276.63;21;336.11;14;JUEGOS GRIFERIA RAMOS;23
43.15.11.30;JUEGO COCINA MESADA LIN.TEUCO GRIF.;8447.74;40;0;9;9;6498.26;1.3;9481.41;21;1011.71;14;GRIFERIA TEUCO;23
70.17.10.02;BLISTER PILAS ALC.D  x 2 un.RAYOVAC;504.93;40;0;9;9;336.62;1.5;491.15;21;148.95;14;-;23
70.03.61.35;CLAVOS CABEZA PERDIDA 12 x 30 x Kgs;629.87;40;0;9;9;419.91;1.5;612.68;21;185.8;14;-;23
47.61.34.10;MTS.CER.TM.MURANO GRIS    33x33 2da;674.69;40;0;9;9;449.79;1.5;656.28;21;199.02;14;-;23
47.61.58.06;MTS.PORCEL.REC.58x58 CALA.BCO.PUL.2;2305.88;40;0;9;9;1537.25;1.5;2242.96;21;680.2;14;-;23
27.20.45.43;CUPLA REDUCCION GALV. 19x13 mm. GV.;168.53;40;0;9;9;112.35;1.5;163.93;21;49.71;14;-;23
27.20.45.53;CUPLA REDUCCION GALV. 25x13 mm. GV.;232.94;40;0;9;9;155.29;1.5;226.58;21;68.71;14;-;23
80.00.10.80;MAZA MINERA 1000 grs CON CABO   ROTWEILER;1158.79;28;0;0;0;772.5238;1.5;825.6;14;300.2;14;-;23
43.15.13.30;JUEGO COCINA MESADA LIN.ATUEL GRIF.;12089.91;40;0;9;9;9299.93;1.3;13569.24;21;1447.89;14;GRIFERIA TEUCO;23
43.20.00.01;CONJUNTOS *BIDEMATIC* .............;9754.88;40;0;9;9;7068.76;1.38;10313.8;21;1168.25;14;CONJUNTOS *BIDEMATIC*;23
43.20.00.05;CONJUNTOS *BIDEMATIC* FRIO-CALIENTE;12220.74;40;0;9;9;8855.61;1.38;12920.94;21;1463.56;14;CONJUNTOS *BIDEMATIC*;23
43.20.00.29;CONJUNTO *BIDET LISTO* ACERO INOX. ;4420.78;40;0;9;9;3203.46;1.38;4674.07;21;529.43;14;CONJUNTOS *BIDEMATIC*;23
43.31.01.05;JGO.BIDET 2 LL.TRAN.VENUS PLAST.CMO;4555.53;40;0;9;9;3374.47;1.35;4923.58;21;545.57;14;GRIFERIA PLASTICA VENUS;23
43.31.03.01;JGO.BA„O 2 LL.-TRAN.MINER.PLAST.CMO;5495.02;40;0;9;9;4070.38;1.35;5938.97;21;658.09;14;GRIFERIA PLASTICA VENUS;23
80.00.10.81;MAZA MINERA 1500 Grs CON CABO   ROTWEILER;1600.07;28;0;0;0;1066.712;1.5;1140;14;414.53;14;-;23
80.00.10.82;MAZA MINERA 750 grs CON CABO   ROTWEILER;855.62;28;0;0;0;570.41;1.5;609.6;14;221.66;14;-;23
80.00.10.83;MECHAS PALETA P/MADERA Jgo x  6 un.;862.35;28;0;0;0;574.9014;1.5;614.4;14;223.41;14;-;23
80.00.11.80;NIVEL DE ALUMINIO x 30 cmts IMPORTADO;434.11;32;0;0;0;217.056;2;280;0;5.17;14;$140- 03/20 - PAGINA 23;23
43.31.03.10;JGO.LAVAT.3 LLAVES  MINER.PLAST.CMO;4000.25;40;0;9;9;2963.15;1.35;4323.44;21;479.07;14;GRIFERIA PLASTICA VENUS;23
43.31.51.60;CANILLA MOV.1 AGUA PARED PLAST.CRMO;1059.1;40;0;9;9;814.69;1.3;1188.69;21;136.66;14;GRIFERIA PLASTICA ;23
43.31.51.70;CANILLA MOV.1 AGUA MESADA PLAST.CMO;2168.03;40;0;9;9;1548.59;1.4;2259.5;21;259.64;14;GRIFERIA PLASTICA ;23
43.31.57.60;CANILLA MOV.1 AGUA PARED PLAST.BCO.;1317.38;40;0;9;9;940.98;1.4;1372.96;21;157.77;14;GRIFERIA PLASTICA ;23
43.31.57.70;CANILLA MOV.1 AGUA MESADA PLAST.BCO;1201.61;40;0;9;9;858.29;1.4;1252.31;21;143.91;14;GRIFERIA PLASTICA ;23
80.00.11.81;NIVEL DE ALUMINIO x 40 cmts IMPORTADO;487.6;32;0;0;0;263.568;1.85;340;0;6.27;14;$170- 03/20 - PAGINA 23;23
80.00.11.82;NIVEL DE ALUMINIO x 50 cmts IMPORTADO ;530.24;32;0;0;0;294.576;1.8;380;0;7.02;14;$190- 03/20 - PAGINA 23;23
80.00.12.30;PINCEL DELFIN N¼ 10 CERDA BLANCA  ART 260 - Pg.58;162.2;28;0;0;0;108.1309;1.5;115.56;14;41.7;14;-;23
80.00.12.40;"PINZA UNIVERSAL AISLADA 6 ""-  ROTWEILER";859.87;28;0;0;0;573.2467;1.5;698.4;0;253.65;14;-;23
80.00.12.41;"PINZA UNIVERSAL AISLADA 8 ""-  ROTWEILER";1059.03;28;0;0;0;661.8931;1.6;806.4;0;12.93;14;-;23
43.51.11.07;PICO SOLO P/JUEGO COCINA LGO PEIRAN;1051.51;40;0;9;9;751.08;1.4;1095.87;21;125.93;14;REPUESTOS PARA GRIFERIA PEIRANO;23
01.23.53.15;CONEXION FLEX.ERREDE PVC.13x20 cmts;143.34;40;0;9;9;95.56;1.5;139.43;21;42.16;14;-;23
01.23.53.19;CONEXION FLEX.ERREDE PVC.13x30 cmts;142.15;40;0;9;9;106.88;1.33;155.95;21;47.07;14;-;23
43.51.11.12;PICO SOLO P/JUEGO MESADA    PEIRANO;1126.61;40;0;9;9;751.08;1.5;1095.87;21;134.92;14;REPUESTOS PARA GRIFERIA PEIRANO;23
43.51.11.14;PICO SOLO P/JGO DUCHA TRANSF.PEIRAN;1013.95;40;0;9;9;751.08;1.35;1095.87;21;121.43;14;REPUESTOS PARA GRIFERIA PEIRANO;23
43.51.11.15;PICO SOLO P/JUEGO LAVATORIO PEIRANO;1013.95;40;0;9;9;751.08;1.35;1095.87;21;121.43;14;REPUESTOS PARA GRIFERIA PEIRANO;23
43.51.11.16;PICO SOLO P/JGO.COC.LGO.INVERT.PEIR;2253.23;40;0;9;9;751.08;3;1095.87;21;269.85;14;REPUESTOS PARA GRIFERIA PEIRANO;23
43.51.11.20;BRAZO Y LLUVIA ANTICALC.PEIRAN.A814;753.85;40;0;9;9;558.41;1.35;814.76;21;90.28;14;REPUESTOS PARA GRIFERIA PEIRANO;23
43.51.11.30;LLUVIA BIDET PVC.CROMADA SOLA PEIR.;271.77;40;0;9;9;181.18;1.5;264.35;21;54.35;14;REPUESTOS PARA GRIFERIA PEIRANO;23
43.51.11.31;LLUVIA BIDET PVC.C/FLEXIBLE PVC.PEI;549.11;40;0;9;9;366.08;1.5;534.13;21;65.68;14;REPUESTOS PARA GRIFERIA PEIRANO;23
80.01.04.28;TIRAFONDOS CAB. HEXAG ZN 1/4 (6,4MM) X 3 1/2 (90MM);17.25;42;-23;-30;-7;9.5818;1.8;7;21;0.29;14;Litoral  20/09-COSTO 50% PRECIO LISTA;23
80.01.04.29;TIRAFONDOS CAB. HEXAG ZN 1/4 (6,4MM) X 4 (100MM);15.96;50;0;0;0;7.98;2;14;0;0.19;14;$7- 03/20 - PAGINA 78;23
43.51.12.01;MANIJAS C/INDICADOR PEIRAN.EXAG.67.;438.55;40;0;0;9;257.97;1.7;342.52;21;47.77;14;REPUESTOS PARA GRIFERIA PEIRANO;23
43.51.14.11;ROSETAS BCE.CROMAD.P/PICO COCINA PE;72.5;40;0;9;9;48.33;1.5;70.52;21;8.68;14;REPUESTOS PARA GRIFERIA PEIRANO;23
43.51.14.35;TUERCA BCE.PLANA AJUSTE LATERAL PEI;154.34;40;0;9;9;102.89;1.5;150.13;21;18.51;14;REPUESTOS PARA GRIFERIA PEIRANO;23
27.20.45.54;CUPLA REDUCCION GALV. 25x19 mm. GV.;232.94;40;0;9;9;155.29;1.5;226.58;21;68.71;14;-;23
09.29.17.66;ENVASE DECAPANTE LIQUIDO    70 grs.;93.24;40;0;9;9;62.16;1.5;90.7;21;27.5;14;-;23
27.20.39.43;TEE REDUCCION   GALV. 19x13 mm. GV.;251.09;40;0;9;9;167.39;1.5;244.24;21;74.07;14;-;23
27.20.39.53;TEE REDUCCION   GALV. 25x13 mm. GV.;350.55;40;0;9;9;233.7;1.5;340.98;21;103.41;14;-;23
27.20.39.54;TEE REDUCCION   GALV. 25x19 mm. GV.;350.55;40;0;9;9;233.7;1.5;340.98;21;103.41;14;-;23
99.10.34.18;3420 ACCESORIOS DEPOSITO ANDINA (VPDAC B);4847.42;27;0;0;0;3231.62;1.5;3883.22;0;1429.92;14;-;23
99.10.34.19;3421 PROTECTOR DE OIDOS;26.36;35;0;0;0;17.5765;1.5;23.72;0;7.78;14;-;23
43.51.15.01;MANIJAS C/INDICADOR PEIRAN.ESPACIAL;305.18;40;0;9;9;234.75;1.3;342.52;21;36.55;14;REPUESTOS PARA GRIFERIA PEIRANO;23
43.51.17.01;MANIJAS C/INDICADOR PEIRAN.SUP.FUNC;305.18;40;0;9;9;234.75;1.3;342.52;21;36.55;14;REPUESTOS PARA GRIFERIA PEIRANO;23
47.61.58.41;MTS.PORCELL. 58x58 IVORY GLAM PU.2a;2243.89;40;0;9;9;1495.93;1.5;2182.66;21;661.91;14;-;23
80.01.04.34;TIRAFONDOS CAB. HEXAG ZN. 5/16 (7,9MM) X 1 1/2 (38MM);12.94;42;-23;-30;-7;7.1864;1.8;5.25;21;0.22;14;Litoral  20/09-COSTO 50% PRECIO LISTA;23
80.01.04.36;TIRAFONDOS CAB. HEXAG ZN 5/16 (7,9MM) X 2 (50MM);16.15;42;-23;-30;-7;8.0761;2;5.9;21;0.28;14;Litoral  20/09-COSTO 50% PRECIO LISTA;23
99.10.34.20;3422 ENCH. CODO RM 1 1/2;57.42;27;0;0;0;38.28;1.5;46;0;16.94;14;-;23
99.10.34.21;3423 NIVEL 35CM. PLASTICO IMAN C/TUBO ACRILICO;735.92;27;0;0;0;490.62;1.5;589.54;0;217.09;14;-;23
99.10.34.22;3424 NIVEL 45CM. PLASTICO IMAN C/TUBO ACRILICO;809.77;27;0;0;0;539.85;1.5;648.7;0;238.87;14;-;23
99.10.34.23;3425 LAPIZ CARPINTERO X12UNI;563.51;27;0;0;0;190.37;2.96;228.76;0;39.46;14;-;23
43.51.23.01;RAMAL PVC.SOLO P/BIDET  JGOS.VARIOS;390.57;40;0;9;9;205.56;1.9;299.93;21;43.11;14;REPUESTOS PARA GRIFERIA PEIRANO;23
43.51.25.01;TORNILLOS DE BCE.P/MANIJAS PEIRANO.;21.26;40;0;9;9;10.63;2;15.51;21;2.31;14;REPUESTOS PARA GRIFERIA PEIRANO;23
43.51.25.02;TORNILLOS DE BCE.P/MANIJAS F.V. ...;21.26;40;0;9;9;10.63;2;15.51;21;2.22;14;REPUESTOS PARA GRIFERIA PEIRANO;23
33.76.13.57;ADAPTADOR BAJ.P/AGUA 63 mm.  901123;2173.12;40;0;9;9;1448.75;1.5;2113.82;21;641.04;14;-;23
80.01.04.38;TIRAFONDOS CAB. HEXAG ZN 5/16 (7,9MM) X 2 1/2 (63MM);17.49;42;-23;-30;-7;9.7187;1.8;7.1;21;0.32;14;Litoral  20/09-COSTO 50% PRECIO LISTA;23
99.10.34.24;3426 PULVERIZADOR A PRESION X2LTS;1002.38;27;0;0;0;668.26;1.5;803;0;295.69;14;-;23
80.00.12.42;PLOMADA C / HILO  ROTWEILER  x 300 Grs.;461.49;28;0;0;0;307.6621;1.5;328.8;14;119.56;14;-;23
80.00.12.43;PLOMADA C/ HILO  ROTWEILER   x 500 Grs.;690.56;28;0;0;0;460.3703;1.5;492;14;178.9;14;-;23
80.00.12.44;PUNTA  PHILIPS LARGA PH2;80.85;28;0;0;0;53.897;1.5;57.6;14;20.89;14;-;23
80.00.14.90;Q codigo libre para altas q inicien con Q;3.37;28;0;0;0;2.2457;1.5;2.4;14;0.87;14;-;23
43.51.41.01;CABEZAL LATERAL JG.VARIOS ACTUAL PE;1065.47;40;0;9;9;710.32;1.5;1036.4;21;127.6;14;REPUESTOS PARA GRIFERIA PEIRANO;23
43.51.41.03;CABEZAL TRANS.BIDET-DUCHA ACTUAL PE;1697.31;40;0;9;9;1131.54;1.5;1650.99;21;203.27;14;REPUESTOS PARA GRIFERIA PEIRANO;23
47.01.01.01;INOD.ITALIANA LOZA CAPEA BLANCO 1er;5225.3;40;0;9;9;4300.66;1.215;6274.96;21;82.94;14;REPUESTOS PARA GRIFERIA PEIRANO;23
47.01.01.53;INOD.ITALIANA LOZA CAPEA AZUL   1er;11077.05;40;0;9;9;8520.81;1.3;12432.44;21;1326.59;14;REPUESTOS PARA GRIFERIA PEIRANO;23
47.01.01.55;INOD.ITALIANA LOZA CAPEA GRIS   1e ;11036.81;40;0;9;9;8489.85;1.3;12387.28;21;1321.77;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.01.56;INOD.ITALIANA LOZA CAPEA ARENA  1er;11077.05;40;0;9;9;8520.81;1.3;12432.44;21;1326.59;14;LOZAS CAPEA PRIMERA CALIDAD;23
33.76.13.58;ADAPTADOR BAJ.P/ALCANT.110mm.901124;2806.61;40;0;9;9;1871.07;1.5;2730.02;21;827.91;14;-;23
33.77.11.12;CANALETA PVC x 3 mts.  RAINGO 63484;2651.52;40;0;9;9;1767.68;1.5;2579.17;21;782.16;14;-;23
33.76.11.12;CANALETA PVC x 3 mts. AMAZONA 63389;3610.71;40;0;9;9;2407.14;1.5;3512.18;21;1065.11;14;-;23
80.00.15.00;REMACHADORA ROTWEILER;949.9573;50;0;0;0;596.22;1.5933;1046;0;6.58;14;pag 64 -Lit. control 190620;23
47.01.02.01;INOD.ITALIANA APOY.CAPEA BLANCO 1er;10785.07;40;0;9;9;8296.21;1.3;12104.74;21;1291.63;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.02.53;INOD.ITALIANA APOY.CAPEA AZUL   1er;15090.52;40;0;9;9;11608.09;1.3;16937;21;1807.25;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.02.55;INOD.ITALIANA APOY.CAPEA GRIS   1er;15090.52;40;0;9;9;11608.09;1.3;16937;21;1807.25;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.02.56;INOD.ITALIANA APOY.CAPEA ARENA  1er;15090.52;40;0;9;9;11608.09;1.3;16937;21;1807.25;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.03.01;BIDET ITALIANA LOZA CAPEA BLANCO 1e;5536.67;40;0;9;9;4429.34;1.25;6462.71;21;663.07;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.03.53;BIDET ITALIA. LOZA CAPEA AZUL   1er;11004.54;40;0;9;9;8465.03;1.3;12351.06;21;1317.91;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.03.55;BIDET ITALIA. LOZA CAPEA GRIS   1er;11004.54;40;0;9;9;8465.03;1.3;12351.06;21;1317.91;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.03.56;BIDET ITALIA. LOZA CAPEA ARENA  1er;11004.54;40;0;9;9;8465.03;1.3;12351.06;21;1317.91;14;LOZAS CAPEA PRIMERA CALIDAD;23
80.00.16.49;SIERRAS COPA  PARA MADERA EN JUEGO C/ADAPTADOR ROTWEILER  EVOL 3570;1033.95;33;0;0;0;540.7704;1.912;708;0;249.75;14;-;23
47.01.05.01;LAVAT.ITALIANA 540 CAPEA BLANCO 1er;5318.25;40;0;9;9;4254.6;1.25;6207.75;21;636.92;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.05.53;LAVAT.ITALIANA 540 CAPEA AZUL   1er;6515.44;40;0;9;9;5011.88;1.3;7312.67;21;780.29;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.05.55;LAVAT.ITALIANA 540 CAPEA GRIS   1er;7406.51;40;0;9;9;5697.32;1.3;8312.78;21;887.01;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.05.56;LAVAT.ITALIANA 540 CAPEA ARENA  1er;7406.51;40;0;9;9;5697.32;1.3;8312.78;21;887.01;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.06.11;LAVAT.ITAL.495 1ag.CAPEA BLANCO 1er;3461.02;40;0;9;9;2802.45;1.235;4088.96;21;414.49;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.06.13;LAVAT.ITAL.495 3ag.CAPEA BLANCO 1er;3461.02;40;0;9;9;2802.45;1.235;4088.96;21;414.49;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.06.53;LAVAT.ITALIANA 495 CAPEA AZUL   1er;6560.16;40;0;9;9;5046.28;1.3;7362.87;21;785.65;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.61.40.36;MTS.CER.REV.MURANO 30x40 MARRON 2da;635.71;40;0;9;9;508.56;1.25;742.03;21;76.13;14;-;23
47.61.40.14;MTS.CER.REV.PERLA 30x40 BLANCO  2da;640.18;40;0;9;9;512.14;1.25;747.25;21;76.76;14;-;23
80.00.16.51;SOGA TRENZADA DE PPM x MTS 2 mm-3 mm;20.21;28;0;0;0;13.4743;1.5;14.4;14;5.22;14;-;23
47.01.06.55;LAVAT.ITALIANA 495 CAPEA GRIS   1er;6560.16;40;0;9;9;5046.28;1.3;7362.87;21;785.65;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.06.56;LAVAT.ITALIANA 495 CAPEA ARENA  1er;6560.16;40;0;9;9;5046.28;1.3;7362.87;21;785.65;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.10.03;LAVAT.ENCIMERA  485x380 ATENAS BCO.;6174.6;40;0;9;9;4749.69;1.3;6930.13;21;739.47;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.10.13;LAVAT.ENCIM.3ag.510x440 CAPRI  BCO.;6668.3;40;0;9;9;5129.46;1.3;7484.24;21;798.6;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.10.23;LAVAT.BAJO MESA.470x365 TREVI  BCO.;5126.08;40;0;9;9;3943.14;1.3;5753.31;21;613.9;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.12.01;COLUMNA ITALIANA   CAPEA BLANCO 1er;2877.19;40;0;9;9;2329.71;1.235;3399.21;21;344.57;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.12.53;COLUMNA ITALIANA   CAPEA AZUL   1er;4787.02;40;0;9;9;3682.32;1.3;5372.76;21;573.3;14;LOZAS CAPEA PRIMERA CALIDAD;23
80.00.16.52;SOGA TRENZADA DE PPM x  MTS 4 mm;11.82;28;0;0;0;7.3872;1.6;9;0;3.25;14;-;23
47.01.12.55;COLUMNA ITALIANA   CAPEA GRIS   1er;5664.24;40;0;9;9;4357.11;1.3;6357.32;21;678.35;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.12.56;COLUMNA ITALIANA   CAPEA ARENA  1er;5664.24;40;0;9;9;4357.11;1.3;6357.32;21;678.35;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.15.01;DEPOSITO MONACO A CODO   BLANCO 1er;13427.6;40;0;9;9;9946.37;1.35;14512.44;21;1608.1;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.15.53;DEPOSITO MONACO A CODO     AZUL 1er;20611.4;40;0;9;9;15267.7;1.35;22276.63;21;2468.43;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.15.55;DEPOSITO MONACO A CODO     GRIS 1er;20611.4;40;0;9;9;15267.7;1.35;22276.63;21;2468.43;14;LOZAS CAPEA PRIMERA CALIDAD;23
47.01.15.56;DEPOSITO MONACO A CODO    ARENA 1er;20611.4;40;0;9;9;15267.7;1.35;22276.63;21;2468.43;14;LOZAS CAPEA PRIMERA CALIDAD;23
70.01.30.55;ROLLO ALAMB.PUAS.BAGUAL 5PU.x 500 m;12497.98;40;0;9;9;8331.99;1.5;12156.94;21;1496.76;14;-;23
80.03.50.50   ;CINTA DE PAPEL P/ENMASCARAR 50 X 50     ;727.57;-23;-15;-20;-7;519.6926;1.4;251;0;14.72;14;LITORAL DIC/18- PAG 21;23
99.10.34.25;3427 PULVERIZADOR A PRESION X5LTS;2924.77;27;0;0;0;1949.84;1.5;2343;0;862.76;14;-;23
